Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indicator,School Enrollment In Primary (% net),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,7/25/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number of Countries,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.21139908,,24.26730919,25.43697929,27.15098953,27.59551048,,33.13536835,38.67876053,41.01821136,46.56917953,51.64849854,54.39556122,55.91453934,54.92520142,49.63409042,45.82056046,42.36405945,39.74132156,42.36449051,44.53551102,44.07817078,44.13182068,42.43315125,,
Spain,,,,,,,,,,,,92.89792633,94.26795959,95.23184204,,99.46665192,99.90673828,99.08840179,98.49434662,98.59340668,99.15735626,99.18084717,,99.58605194,99.75650024,99.79081726,99.80075836,99.20646667,98.37837982,98.98301697,98.95818329,99.66216278,99.34951782,99.98680115,99.98290253,99.95607758,99.94393158,99.93536377,,99.85681915,99.81311798,99.76262665,99.81835938,99.85694885,99.73356628,99.5835495,99.72238159,99.84165192,99.77845001,99.64922333,99.5694809,99.62267303,99.63735199,99.07111359,98.47370911,98.85775757,98.46452332,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.03452301,90.60951996,,93.86148834,94.96768188,95.59568787,95.81607056,95.87850952,94.52594757,93.92479706,93.81156921,93.00778198,94.48087311,94.11164856,93.77423859,96.74313354,97.38175964,97.38004303,96.0305481,93.96669006,93.32991791,,
Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.34952927,29.90526009,28.63451004,,,,,19.10539055,21.84534073,26.06624031,,33.50045013,35.50891113,39.97058868,43.70611954,45.82281876,46.59170151,49.45956039,60.35562134,65.09104919,70.14224243,75.83676147,75.42307281,73.447258,77.41538239,78.73264313,,85.67553711,85.43871307,,
European Union,,,,,,,,,,,95.65695953,95.66132355,95.73680878,95.53704071,95.7805481,95.8417511,95.94641876,95.8776474,95.93360138,95.88990021,95.90859222,95.79875183,95.69812775,95.22618103,95.1367569,94.97721863,,,,,95.33992767,95.04563141,94.60910797,95.09638977,95.5528717,95.99607086,96.56690216,97.06082153,97.81999969,97.66645813,97.58590698,97.82022858,97.55996704,97.47122192,97.00511169,96.90975189,96.85717773,96.76978302,97.04360962,96.95762634,97.10443115,97.17388153,97.19165802,97.35533142,97.17970276,97.25379944,97.17339325,
Fragile and conflict affected situations,,,,,,,,,,,49.19124985,49.16910934,49.9382782,51.79650116,51.36426163,51.99205017,53.49571991,54.16046906,54.39588165,55.89162827,57.76406097,59.33037949,58.82748032,59.98834991,60.47478104,60.25350952,60.80678177,59.99723816,60.00601959,58.92192841,57.0216713,60.01311874,59.62570953,59.82416916,60.66305923,61.55411911,60.37561035,59.52832031,58.51699066,57.2478981,58.32461166,60.24710083,62.17451859,63.88568115,65.49449921,66.43874359,68.17498016,69.4262085,72.13741302,72.54846954,73.59147644,74.56996918,75.7378006,75.19864655,75.87243652,75.52993011,75.65238953,
Finland,,,,,,,,,,,,,81.14138031,,,,,,,97.03222656,,,,,,,,,,,,,,98.75370789,98.63791656,98.31477356,98.36753082,98.71485138,99.41358948,99.7874527,99.70391846,99.61891937,99.26200104,98.52115631,97.57634735,97.17780304,96.66280365,97.25997162,97.71363068,97.87129211,98.21304321,98.48757172,99.02320099,99.04122162,99.35987091,99.10752106,99.05899048,
Fiji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.65084076,,97.00293732,95.49458313,93.146492,93.57111359,94.54698181,94.24913025,92.66568756,95.48680115,96.67154694,99.30016327,96.70703888,,99.12621307,96.32362366,96.81128693,96.98227692,,96.5532074,96.59208679,95.13571167,,97.64498138,,
France,,,,,,,,,,,,97.14517975,97.25758362,97.48235321,97.92701721,,97.52626038,97.76273346,,99.87914276,99.75208282,100,98.58943176,96.26069641,,95.50009918,98.24221802,99.87468719,99.80967712,,99.9613266,99.95407867,99.61551666,98.09249115,97.88314056,98.81183624,99.73184967,99.58091736,,99.0692215,99.02954865,99.02073669,98.93544006,98.78289032,98.46159363,98.58260345,98.47022247,98.52419281,98.47898865,98.57456207,98.59996796,98.33872223,98.22270966,98.58853912,98.63186646,98.71965027,,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.99555969,84.00917053,,
Gabon,,,,,,,,,,,,,,,,99.2486496,,,,,,,,,,,,,,,,,,,,,,91.26618195,,,,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,98.10803223,97.25166321,96.30168915,95.81069183,95.72158813,95.80593872,96.11947632,96.18984985,96.3551178,97.70909882,97.57996368,96.62368774,95.0379715,94.57132721,93.49929047,95.11607361,97.94033051,99.60997772,99.71222687,99.78903198,98.11962891,96.59140778,,,,,,99.90545654,99.9437027,99.94838715,99.93997955,99.74832916,99.90733337,98.03829956,98.78208923,98.34721375,96.49476624,98.65717316,97.98403168,98.19078064,98.35767365,98.61808777,99.89137268,99.90799713,99.94197083,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.53185272,82.41838074,83.7223587,,,,,,,85.83862305,84.72516632,86.67714691,93.10121918,95.31928253,94.65589905,,95.91989899,97.77207184,99.38510132,99.53605652,99.46549988,99.55309296,
Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.38656998,64.96192932,59.56393814,62.01332855,61.44947815,,65.26891327,64.21188354,69.43752289,74.51638031,73.40722656,,81.61641693,80.39240265,85.84844971,87.63907623,89.53883362,86.17176819,84.58904266
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,27.93623924,30.94885063,28.57274055,26.3597908,27.28458977,27.02728081,26.02654076,27.79121017,,,,,,,39.20042038,41.60712814,44.61909866,48.05921936,55.36117935,58.75939178,61.76502991,63.59706879,65.52475739,67.33216858,66.82427979,68.13465881,70.02661896,73.89215088,74.29389191,75.184021,77.86782837,,,
"Gambia, The",,,,,,,,,,,,24.06587982,23.30105972,24.27905083,24.49353981,25.43634987,26.73010063,31.02430916,33.94898987,37.51163864,42.0240097,50.66743851,54.26599884,57.48709106,59.09149933,61.67068863,61.07144928,,,,47.7933197,,45.99795914,49.30826187,,,59.40658951,,63.39445114,73.94615173,71.4577179,72.37619781,70.23029327,73.51712799,73.95223999,70.99360657,75.09011078,73.19377899,69.08840942,,66.38643646,67.84020233,69.4782486,67.24746704,69.89502716,73.05557251,74.91494751,77.59970856
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,43.58200073,52.25159836,,49.1464386,48.59000015,,39.83649063,38.39477921,,,,,,,,,,,,47.47665024,,,,,,,,,,70.89002228,,,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.30942154,,,,,,64.56147003,71.26780701,69.1988678,65.30214691,,,,,46.75576019,45.5509491,44.7818985,44.94841003,46.2433815,,,43.34418869,,
Greece,,,,,,,,,,,,91.92340088,92.37954712,93.50301361,95.10630035,95.46855927,95.66242218,95.09642792,94.37647247,93.39009857,91.73181915,93.22814941,93.44519043,94.29174805,94.23016357,94.1140976,93.21212006,90.98300171,91.76216125,91.25962067,90.99487305,90.73129272,88.98564148,87.14971924,86.47749329,87.60399628,86.77989197,87.34529114,90.54357147,91.45220947,92.21264648,91.38062286,92.44656372,93.2611084,94.35437012,93.36715698,92.72167969,92.61657715,,,93.90589142,94.2040329,94.50994873,93.93283844,92.66657257,93.57662201,,
Grenada,,,,,,,,,,,,,83.77375793,,,,,97.63652802,98.79682159,98.5160675,95.88134766,91.16506958,88.05738068,88.08299255,90.53988647,,,,,,,,,,,,,,,98.32058716,,,94.44033051,,95.17295837,87.54621124,,90.08763123,90.84182739,87.04100037,,,,90.53720856,93.76040649,95.74861908,95.16710663,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,45.95251083,47.1206398,47.84030151,,49.11798859,50.10290909,,,52.31700134,52.81906128,54.64923859,57.53731918,54.64902878,58.17684174,,,,,,,,,,,,,,71.03312683,,79.58982849,82.35574341,82.77561951,84.78575134,,89.31912994,90.80876923,92.28849792,93.29573059,93.68612671,96.29741669,95.20852661,92.72496033,89.87695313,87.41352081,85.56124878,85.21608734,84.59884644,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,86.85752106,88.05771637,,90.5328598,,86.89337921,91.75514984,,88.68042755,,,88.87671661,,,,,,,,,91.87290955,89.67009735,88.12433624,,89.96544647,88.43708038,,,,,,,89.41589355,,,,,93.39083099,88.64668274,91.88928986,93.46806335,91.50489807,,,,,
High income,,,,,,,,,,,90.97190094,91.00147247,90.94525146,91.3759613,91.05622101,91.3625412,91.94880676,92.0839386,92.26381683,92.30786896,94.59459686,94.51746368,94.83724976,94.18856049,93.77362061,93.87877655,94.55911255,,,,96.0615921,95.924263,95.31240845,95.1116333,94.98104095,95.35716248,95.25800323,94.71560669,95.69075775,95.63777161,95.64385223,95.6322403,95.02581024,95.00473022,94.55120087,94.78766632,95.3515625,95.929039,96.35765839,95.98313141,95.82218933,95.51583099,95.65998077,95.38609314,95.43093872,95.98660278,95.87911987,
"Hong Kong SAR, China",,,,,,,,,,,,87.90283966,89.06851196,89.04511261,90.54965973,92.16957855,93.23226166,94.3947525,93.86940002,94.14826965,98.19130707,97.88105774,97.15483093,96.8143692,96.16809845,95.02603149,,,,,,,,,,92.86287689,92.80037689,,,,,,,,,,,,,,,,94.2350769,93.66351318,94.20458984,93.92823792,97.33392334,
Honduras,,,,,,,,,,,,,,,,,,,71.81906891,75.19116974,75.63188934,,85.80621338,87.3181076,88.30706024,,88.14037323,,,,,86.25241089,,87.56192017,,,,,,,85.54644012,,,86.78495789,87.26235199,85.85984039,90.93257141,85.89472961,89.57926941,88.40516663,88.49372864,89.23384857,85.83287811,82.15656281,81.93357086,80.85883331,82.67694092,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,,37.99610138,38.84095001,39.50482178,41.13027954,42.9671402,44.47208023,45.79425812,46.91257858,48.54787827,49.6763382,48.98662186,49.7005806,49.46335983,49.2572403,49.21118927,48.49832916,48.3864212,47.23207092,46.05305099,47.26023865,46.31330109,46.13591003,47.14712143,49.18136978,49.22483063,51.97621918,52.50450897,52.34164047,54.34337997,56.8984108,60.29103088,63.17765045,65.66439056,68.17546082,70.56900787,72.46260071,75.78938293,75.83496094,75.81838989,77.08226776,77.89633942,79.02629852,79.64286041,79.55458832,79.66819763,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.99954224,86.00243378,87.71650696,89.95082092,91.8123703,93.62232208,,90.39510345,90.01541138,89.71418762,88.02658081,85.90157318,85.81703949,87.64469147,89.08245087,88.6450882,88.68038177,88.81066132,87.45561981,
Haiti,,,,,,,,,,,,,,,,,,,,,35.89828873,36.95679092,42.44787979,46.7997818,43.57963181,48.7914505,51.10358047,42.43534851,,,,,,,,,,57.33734894,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.53607941,90.49693298,78.41574097,86.99358368,86.76702881,87.13809204,87.81395721,88.59243774,89.14424133,88.61972046,88.66809082,89.35964966,90.60170746,89.71514893,91.17376709,91.91018677,92.04949951,91.4486084,90.76512146,90.74842834,91.05277252,91.21688843,91.39128113,
IBRD only,,,,,,,,,,,75.08451843,74.86827087,75.53196716,78.08257294,79.08276367,80.41085815,81.05724335,80.82169342,79.08049011,79.23793793,80.21475983,81.20903015,81.74884796,82.2914505,83.07135773,84.39861298,85.94792175,86.67153168,87.45384216,88.61952972,88.77378082,88.69361877,88.208992,88.24758911,88.19378662,87.49964142,87.37454224,86.78491974,87.7390976,88.90367126,89.34529877,89.58718872,90.50354767,91.73265076,92.47663879,91.89987183,92.23808289,93.28733063,93.44600677,93.43730164,93.63494873,93.38452148,93.63594055,93.30352783,93.30510712,93.63233948,93.71826935,
IDA & IBRD total,,,,,,,,,,,68.03748322,67.9071579,68.97341156,71.50995636,72.47411346,73.90148163,74.69940948,74.80954742,73.6292572,74.10022736,75.12069702,76.07115936,76.55812073,76.99167633,77.3795929,78.09610748,78.87023926,79.10751343,79.74469757,80.39337158,80.33043671,80.46058655,80.10816956,80.18669891,80.25505066,79.86901093,79.5844574,79.60250092,80.33409882,81.14232635,81.89150238,82.25045776,83.25814819,84.61826324,85.83731842,85.84323883,86.29363251,87.54479218,87.72496033,87.79535675,87.95510864,88.13522339,88.50187683,88.45629883,88.55702209,88.69023895,88.81123352,
IDA total,,,,,,,,,,,,,43.99938965,46.44752121,47.25661087,48.94910049,50.33285141,51.76800919,52.77537155,54.6985817,56.13248062,57.41529846,58.04708862,58.55770111,58.15396118,57.43915939,56.37572098,55.96728897,56.77579117,56.37779999,56.10811996,57.06668854,57.35675812,57.75157928,58.28139114,58.77705002,58.13359833,59.85615921,60.35279846,60.63624954,62.72546005,64.15924072,66.08982086,68.25337982,70.42565155,72.21788788,73.28507996,75.32601166,75.90656281,76.44333649,76.73757935,78.01883698,78.77597809,79.00491333,79.34844971,79.27175903,79.59002686,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.44483185,62.95544052,64.98316956,65.4197464,65.25601196,67.16400909,69.4074173,70.24188232,69.4052887,73.32260132,70.45739746,71.78608704,72.69644928,73.34799957,73.5151825,72.95648956,73.72257233,73.98686218,75.26703644,
Indonesia,,,,,,,,,,,,70.0650177,71.20590973,,70.92073822,73.35959625,76.27583313,78.67176819,85.45485687,,,90.134758,96.03302765,97.42359161,97.71103668,97.82836151,97.22151184,98.09861755,97.77249146,97.92666626,96.28034973,95.37333679,94.51795197,93.31394958,93.84172821,93.6578064,92.55697632,92.50361633,,,,91.95549011,91.29753113,90.58094025,89.65634918,88.83374786,91.67532349,93.76158142,93.35900879,94.31285095,95.00272369,94.4390564,92.89930725,89.9719162,88.8674469,,90.87973785,
IDA only,,,,,,,,,,,41.67906952,41.38970184,44.30194855,47.3088913,47.3289299,49.56814957,51.54489899,52.38415909,53.11986923,53.87868118,54.99893188,55.39958954,54.87157059,55.21644974,54.89928818,54.41891098,54.32266998,54.03800964,55.8744812,55.56803894,54.97634125,56.31602859,56.27582932,56.19005966,56.9695015,58.09658813,58.16360855,59.8572998,59.82397842,59.51871109,61.6464386,63.56225967,66.48194122,68.76554871,70.90117645,73.13577271,75.07389069,76.24404144,78.38696289,78.54927063,78.5556488,80.11576843,81.1502533,81.75076294,81.90914917,81.70233917,81.5956192,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,61.35797119,,,,,,,,,,,,,,,,,,,77.50028992,,,,,,,,,,79.80341339,79.65550232,79.25736237,83.82756805,,,,91.30478668,91.02262878,90.76931763,91.03694916,90.4213562,91.58106232,92.25010681,,,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,94.74488831,93.49562073,93.68270874,93.02390289,93.68734741,94.93891907,95.85932159,96.09635925,95.05827332,93.1155777,90.39955902,87.8060379,85.94023895,,,84.72162628,85.53491211,86.63237,87.28462219,87.81826782,87.40557098,86.65048981,86.39910126,86.51320648,86.79376221,87.53128052,,94.3142395,94.63387299,94.59549713,94.54512787,94.79226685,94.80632019,94.818367,94.95178223,95.19669342,95.44454193,95.26046753,95.12715912,95.03312683,99.09635162,95.06009674,95.05973816,95.02056885,95.48914337,,
"Iran, Islamic Rep.",,,,,,,,,,,,59.34246063,,,,,,,,,,,,,83.14727783,83.28948975,84.24297333,84.67960358,85.66719818,86.24268341,92.51422882,,96.29750824,,,,,93.17469788,,85.50852966,84.84172058,,93.40144348,92.80413818,95.83660889,95.6227417,98.79120636,98.8817215,,99.48120117,99.58911896,99.73734283,99.55922699,98.47135162,99.44278717,99.3368988,,
Iraq,,,,,,,,,,,,57.12094879,59.6735611,62.27991867,64.72374725,64.52010345,72.53121948,73.82865906,75.45046234,89.96188354,93.50907898,92.72885132,,88.39759827,,87.42022705,88.10079193,89.84803772,90.8894577,89.72585297,,,,78.04315948,,,75.7048111,,,89.65531158,88.55310822,,,94.2593689,92.99398804,,,92.32209015,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,99.12989807,,,,,,,,,,,,,,,,,97.33664703,,97.9897995,98.47849274,99.41332245,98.79554749,98.82720947,99.14984894,99.2020874,98.20419312,96.55570221,96.76545715,97.22026825,98.03954315,99.1548996,99.60574341,99.21746063,98.7208786,98.16832733,98.05249023,98.12776947,98.56707764,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5044632,97.77922058,98.24149323,97.89746094,98.0177536,97.59597015,97.47847748,97.00821686,97.24192047,97.20690155,96.9071579,97.04277039,96.69391632,97.30084229,96.88256836,96.71425629,97.20365143,96.73567963,
Italy,,,,,,,,,,,,,,99.49185944,,,98.26219177,,,99.41300201,,,,,,98.94319153,,,,,,,,,,97.01805115,98.10855103,98.83480835,,98.8600769,98.54081726,98.76257324,98.73127747,98.59990692,98.5930481,98.54058075,98.52152252,98.48944092,98.24301147,97.59384155,97.59425354,97.12024689,97.2756424,97.6354599,97.55901337,97.33161926,,
Jamaica,,,,,,,,,,,,,,,,95.14611816,92.50193024,92.97688293,,96.49373627,96.51013947,96.41053009,,97.45704651,96.25193024,95.50327301,95.71073914,97.76120758,94.63645935,98.0981369,97.36463165,95.73068237,,92.66664886,,,,,,90.09082794,91.57528687,91.39922333,91.07537079,89.78543091,91.53881073,,,,,,,,,,,,,
Jordan,,,,,,,,,,,,,86.93260193,92.43608093,94.64494324,95.0265274,95.67762756,96.54193878,97.50852966,97.08174896,91.82550812,89.69133759,89.41368866,86.75894928,86.52346039,87.32791901,,,,,,,,,,,,,,87.61128998,88.58708954,,91.07318878,92.42062378,92.35215759,,,,,,,,,,,,,
Japan,,,,,,,,,,,,99.31645203,98.85115814,98.32118225,96.69844818,97.77554321,98.72749329,99.16764832,98.73497772,98.96955872,99.93884277,99.54295349,98.57537079,98.24552917,98.44864655,99.36284637,99.87552643,99.86903381,99.85581207,99.84571838,99.81221008,99.29792023,98.9510498,,99.51509857,99.75920868,,,98.03759003,97.7907486,97.77092743,97.93299866,98.71479797,99.28723145,99.77324677,99.73188019,99.70414734,99.72767639,99.76550293,99.80271912,99.35057068,99.18061066,98.93399811,98.63699341,98.2851181,98.79994202,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.96724701,88.60025024,90.42436218,91.29438019,92.02275085,90.67919922,89.12796783,88.83818054,90.19010162,89.47242737,89.44827271,87.95224762,86.31575775,86.14688873,86.51714325,86.30988312,87.36682129,86.24478912
Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.06988144,64.86636353,66.01899719,60.67284012,72.02317047,70.37995148,71.06105042,70.20845032,80.30696106,76.48700714,77.72186279,,,81.82745361,,,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.24362946,,,87.0867691,86.23854828,86.71060944,86.56820679,85.67910004,90.17725372,87.73706055,88.88844299,87.533638,87.34364319,86.75694275,87.28421783,87.31468201,90.55490875,90.44267273,89.79180908,89.45491028,89.35730743,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.12097931,84.74607086,86.71524048,92.43148041,,,97.43034363,,,94.85521698,95.91087341,94.60073853,,93.64028931,97.51879883,97.40675354,,95.06861115,95.28890991,92.78160858,
Kiribati,,,,,,,,,,,,,,,,,,,,98.69850922,,99.71862793,,99.35027313,99.43968964,98.84239197,97.47470093,94.44346619,,98.45385742,,99.75859833,99.91029358,98.86724091,99.0111084,98.30203247,98.28681946,99.13285065,,,,,,,,,,,,,,,,,96.44638062,95.20049286,97.37129974,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,95.91020203,97.52471924,96.77613068,96.40393066,96.73770905,97.63961792,96.73171234,97.06787872,98.70326996,99.947052,99.93000793,99.79376221,99.74022675,99.14716339,98.59709167,98.30908966,99.51230621,99.88575745,99.88526917,99.7804184,99.74355316,99.58178711,99.35114288,99.00285339,98.50498199,98.22801208,98.28505707,97.70111847,98.48139954,99.0296936,98.08734894,97.70156097,98.49617004,98.16428375,99.39398956,99.41470337,99.47724915,99.49994659,99.4331665,98.39881897,98.78101349,97.20420074,94.35572052,94.58834839,96.79792786,,
Kuwait,,,,,,,,,,,,60.95132828,63.67253876,67.06345367,68.30950165,69.58437347,71.02832794,75.73667145,84.62702942,82.93863678,81.37093353,82.26924133,83.23052979,85.77062988,87.14536285,88.77571106,88.590271,83.37709045,81.84149933,,,,46.98649979,,67.87882996,,88.97302246,88.50980377,88.57939148,87.95691681,85.10620117,84.69010925,88.68469238,87.50724792,88.26524353,92.36492157,,91.66520691,92.6568222,,92.56997681,92.73770142,92.2348175,91.53733063,91.62757111,91.75720978,90.70001984,
Latin America & Caribbean (excluding high income),,,,,,,,,,,81.77020264,82.21025848,82.75141144,83.49111938,84.12606049,84.29090118,84.95437622,85.97402954,86.54373169,88.11473846,88.39758301,89.24172974,89.2870636,89.32707214,89.36602783,89.68058014,89.76898193,89.97113037,89.799263,89.10009766,89.64304352,90.01740265,91.04997253,91.34928131,90.92983246,90.94850159,91.53652954,90.68872833,92.86342621,93.41182709,94.1982193,94.65577698,94.49401855,93.93640137,93.95687866,93.71214294,93.22725677,92.94989014,94.40441895,94.54425049,94.75447845,94.93202209,94.3523407,92.81500244,92.74545288,92.78031921,92.71219635,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.94545746,,64.66610718,,57.90954971,62.71339035,66.42977905,,68.37148285,70.86637878,74.15785217,74.78424835,75.64808655,75.13011169,76.30078125,78.91886139,79.64080811,80.96936035,82.56565857,85.23889923,87.7299118,90.09835815,94.76051331,94.71282959,94.74432373,96.76776886,97.19212341,95.6065979,94.72013855,
Lebanon,,,,,,,,,,,,,,,97.86164093,,,,,,,,,,,,,,,,,,,,,,,84.19538879,97.30084991,,,,96.81817627,95.84571838,93.74919891,89.80725861,87.71518707,88.87651062,89.64421082,90.84986877,91.78131104,91.26062012,87.85310364,86.72770691,82.23854828,81.90277863,82.19506836,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.76266861,,,,,,,35.18650818,,42.73574066,40.00862122,,40.72251129,,,37.77333069,37.6832695,,
Libya,,,,,,,,,,,,78.53003693,86.42804718,91.07185364,93.3407135,93.85791016,95.39720154,95.92913818,93.31368256,,96.87381744,96.76455688,,98.05977631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,92.26370239,94.20124817,99.04984283,98.73497772,100,100,,,,97.31311035,,,,,,,,,,89.25538635,90.19833374,97.46508026,95.93321991,94.14079285,91.70010376,94.15937805,93.43849945,,,,,,,,,,
Latin America & Caribbean,,,,,,,,,,,82.73674774,83.14562988,83.62866211,84.31481171,84.87133789,85.02156067,85.66339111,86.6261673,87.13761139,88.56350708,88.78594208,89.64122009,89.58818054,89.56365204,89.51744843,89.83740997,89.88220978,90.03645325,89.84111786,89.18166351,89.70687103,90.04843903,90.9580307,91.2392807,90.83244324,90.84951782,91.41081238,89.88374329,92.80220032,93.3835907,94.13973236,94.56160736,94.39990997,93.84604645,93.97254944,93.72132874,93.2644577,93.0007782,94.3952713,94.46929169,94.69611359,94.79353333,94.22480774,92.73188782,92.64539337,92.70606232,92.67360687,
Least developed countries: UN classification,,,,,,,,,,,39.37723923,39.00489044,42.08982849,45.20709991,45.24098969,47.70114136,49.77418137,50.65481186,51.46300125,52.21770096,53.3735199,53.60269928,52.82796097,53.17084122,52.81341934,52.10678864,52.12369919,51.74116135,53.78770828,53.40974045,52.80157852,54.03641129,53.902771,53.8992691,54.64567184,55.93527985,56.00532913,57.83823013,57.87311935,57.58818817,59.88309097,62.06430054,65.16929626,68.08222961,70.40013885,72.83058929,75.01114655,76.1725235,78.33564758,78.55538177,78.40421295,79.83518982,80.90377808,81.92854309,82.03981018,81.65543365,81.44515991,
Low income,,,,,,,,,,,,,,35.74105835,36.82497025,38.76229095,40.93407059,42.90422821,44.28789139,45.42200851,47.89495087,49.35597992,48.55733871,49.44684982,49.12157059,48.68505859,48.66178131,47.457901,47.43444061,46.6196785,45.32181931,46.67620087,45.667099,45.59048843,46.61896133,48.89310074,49.08182907,52.09255981,52.24682999,52.0439682,54.31998825,56.79122162,60.61605835,63.86162186,66.279953,68.82673645,71.66052246,73.53279114,76.52044678,76.93340302,76.59938049,77.71478271,78.73699188,79.4987793,79.69635773,79.17552948,79.17254639,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.4807663,95.62220001,,95.07176971,95.17900085,93.49633026,91.85694885,93.53900909,91.97499084,91.08547211,,90.6865387,94.30104065,92.12039948,
Sri Lanka,,,,,,,,,,,,,,,,,,78.48110199,,,,,,,,,98.3161087,,,,,,,,,,,,,,,99.72570801,99.92471313,99.61740875,96.8483429,97.25332642,96.60623932,96.25135803,95.54940033,93.24504089,94.92993164,95.07620239,95.3500824,96.35182953,97.15061188,98.93740082,98.92302704,
Lower middle income,,,,,,,,,,,61.10615921,61.16558075,62.51147079,64.54849243,64.53852844,65.84889221,66.60623932,68.40802002,68.12310791,69.02897644,70.21839905,71.44811249,72.88417816,73.84207916,74.45829773,74.34439087,74.64765167,74.28507996,75.36636353,76.43624115,76.21964264,76.27095032,76.35986328,77.14906311,77.88567352,77.38201904,77.19862366,77.02548981,76.9140625,77.32987976,78.47171783,78.7753067,78.79058838,81.13263702,82.49504089,83.5849762,84.46996307,86.36000061,85.8842926,86.15950775,86.72779083,86.86538696,87.46031952,87.37651062,87.46389771,87.84568787,88.12476349,
