Data Source,World Development Indicators
Indicator,"Primary completion rate female (% of relevant age group)"
Last Updated Date,2020-07-01
Number of Countries,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Gabon,,,,,,,,,,,,,53.4111,51.7641,,77.52845,77.46244,72.54617,71.06253,76.80522,74.63583,76.45679,79.22109,80.97725,70.74815,,,66.55828,65.91065,66.22391,,,62.75314,,,65.9517,68.17603,69.2733,,,,,74.90241,72.72784,,,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8872,100.82315,100.00245,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.18611,125.34766,123.25939,107.77038,115.20139,99.85424,,,103.33681,104.99571,106.93244,,101.56315,104.36372,103.5867,102.84986,114.76271,113.9881,96.34048,,
Ghana,,,,,,,,,,,,56.05979,50.7485,,45.45565,45.73993,47.14193,48.70908,49.00649,49.12445,50.7362,52.81704,,,,,,,,,,57.42336,59.50744,,,,,,,62.05666,64.72656,61.91652,63.63095,69.10136,61.99924,70.09132,67.54069,72.07396,77.7154,77.5609,,85.29879,104.09795,93.81213,92.74011,98.38965,,94.48328,94.60922,,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.25862,93.88646,,,
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,10.33594,8.97772,8.51725,7.68019,5.94268,5.97789,8.18583,8.53832,8.61713,9.65666,10.60779,9.90097,,,14.11504,16.54704,19.5387,21.87656,25.74301,28.33241,36.85083,42.6111,47.79791,49.03439,42.81211,47.92487,46.68862,,53.81919,54.54648,55.9894,,51.20039,,,,
"Gambia, The",,,,,,,,,,,,11.33033,12.52525,12.37297,12.56463,14.82282,13.46617,10.79646,15.61494,15.11772,16.49285,17.0435,18.68862,20.60288,25.25834,28.23916,31.70257,34.63765,,31.14274,,,32.85727,33.05714,31.11833,35.42921,43.4729,38.85915,,60.12904,59.52947,60.48536,58.11527,62.56904,62.04341,60.58354,59.35604,67.38768,75.76903,,68.08864,64.97314,65.86605,67.95443,68.68222,69.86334,71.70182,,,,
Guinea-Bissau,,,,,,,,,,,,,,,,,,,,7.04373,3.97807,7.57277,8.13571,7.346,8.36417,,,6.26242,4.3147,,,,,,,,,,,,20.23878,,,,,,,,,,57.28281,,,,,,,,,,
Equatorial Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23366,,,,,,39.43641,,,30.3912,,43.12034,,,39.90781,42.42072,44.90135,43.26526,44.79666,,,41.79885,,,,,
Greece,,,,,,,,,,,,97.77956,95.96332,93.84481,93.57768,95.23742,97.18833,99.51667,101.90851,102.45695,99.44843,97.53306,95.80443,96.92211,98.49707,100.35052,104.55106,95.92195,96.81522,94.96682,,,96.49221,,,,,,,,,,,,97.4172,95.75292,97.41864,96.16979,,,93.93567,91.91254,95.87631,93.81138,95.28412,96.39532,96.44103,95.91126,,,
Grenada,,,,,,,,,,,,,,,,,,,89.62188,91.80743,,,,95.10549,86.86192,,,,,,,,,,,,,,,92.14815,,,92.73469,106.65514,,108.30973,,105.94159,115.16096,123.2906,113.46578,,,104.19847,,,,113.48168,120.85967,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,,,,,,,,,,,,,,,,27.22745,27.28447,28.11219,,,,,,,,,,,,,,,,,,41.18886,,,45.93376,50.73994,53.40099,57.37608,,63.16891,67.07896,70.77304,72.16599,75.27838,79.38232,81.79412,84.73591,84.25259,84.48106,83.8434,82.08516,79.18835,79.53242,79.41379,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,96.11566,96.30775,91.51663,91.03386,,88.43524,92.95761,88.17042,84.43491,78.37886,,84.92717,,,,,90.02911,,,,,92.64176,92.25296,,75.79682,82.52217,84.55663,,101.31359,108.79423,85.8981,,74.29677,,94.31842,93.40339,95.22232,94.95203,98.19371,92.20618,96.61719,95.54665,,,,,,,,
High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.19316,95.11105,94.79257,94.80445,94.63583,95.25738,95.77455,96.1966,96.75119,96.38026,96.79441,96.74865,96.24662,96.36672,97.1233,97.25249,97.33758,97.41759,97.76978,98.48544,98.21148,98.35966,99.03406,98.21985,98.12858,97.89119,,
"Hong Kong SAR, China",,,,,,,,,,,,,,,,,,,,,107.68347,103.07332,102.00445,100.90637,104.22459,103.97727,,,,,,,,,,,,,,,,,,,,,,,,,,,100.53445,98.48297,101.69879,103.78005,103.32812,103.56571,105.68992,,
Honduras,,,,,,,,,,,,,,,,,,,,,47.1895,,51.67414,,56.3363,,,,,,,59.32049,69.17602,71.53983,73.04077,68.41807,73.43465,73.24983,67.802,,,,,80.09052,,80.04213,84.64035,,82.2523,83.34015,87.55882,90.22034,89.96847,83.39467,79.12478,,81.28152,82.71174,,,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,24.88749,25.2209,25.71444,26.09902,27.03117,27.91458,29.37832,31.03117,31.95072,33.14231,34.93381,36.14416,37.23504,40.3109,37.55912,37.65023,37.14523,36.06924,34.60393,35.37534,36.2181,35.56358,36.60119,35.45163,35.36884,36.22365,35.87626,36.00026,37.31081,37.78193,39.90479,41.82825,43.68577,45.17576,47.82365,50.59785,53.02532,57.16101,60.82331,61.56272,61.2095,62.6084,62.557,63.15767,63.72418,63.94981,64.47941,64.92895,,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.66864,84.63925,85.84365,90.99065,89.2272,90.21924,94.9748,96.99348,96.87907,,104.26915,101.07453,103.72642,99.31533,93.88951,91.32412,92.90002,92.57987,95.06179,97.66146,103.47904,101.63362,94.53117,,,
Haiti,,,,,,,,,,,,,,,,,,,,25.47045,26.0131,,27.28919,29.24749,,32.04761,33.63558,35.6863,,,,,,,,,,46.84867,,,,,,,,,,,,,,,,,,,,,,,
Hungary,,,,,,,,,,,,,,,,,98.40335,100.65494,105.43592,99.59385,98.45087,93.97104,93.65984,94.78373,103.57443,114.3761,104.53285,97.62423,90.00704,83.70787,82.45836,,,,,,,97.25267,98.44201,94.90005,95.64594,97.61991,98.97013,95.69398,94.88676,93.34862,98.51318,94.3777,95.4228,96.63057,96.55319,99.00038,97.38586,98.06534,96.40702,96.93252,98.40878,104.87696,,,
IBRD only,,,,,,,,,,,,69.9863,70.34509,70.83727,71.0299,71.63698,72.31505,73.57276,74.32159,75.14495,76.41484,77.35963,77.96898,78.65618,79.68251,80.68569,81.05344,81.11237,81.45126,81.28485,81.82579,82.21898,81.93081,83.13104,84.27393,83.71623,82.41353,81.92733,82.47813,82.79131,84.28655,85.69908,86.65264,88.66516,89.81397,90.87376,91.30005,93.1887,95.97493,96.40475,95.72204,94.59651,96.04766,96.87175,95.97249,95.15585,95.4731,95.4811,96.25853,,
IDA & IBRD total,,,,,,,,,,,,,64.19979,64.73099,64.92867,65.51553,66.16571,67.17649,67.96756,68.84918,69.9903,70.88272,71.5098,72.1486,73.20804,73.72989,73.96118,73.87777,73.95157,73.61289,74.01844,74.3649,74.09508,75.07729,75.81025,75.37027,74.51375,74.26931,74.76997,75.24294,76.49815,77.68444,78.40649,79.92886,80.72756,81.82233,82.53206,83.74203,85.75034,86.78155,86.62329,85.97668,87.40718,87.81579,87.38585,87.00545,87.26192,87.57314,88.3002,,
IDA total,,,,,,,,,,,,,,,39.33088,39.85971,40.35354,40.17907,41.04603,42.07838,42.67938,43.6241,44.70319,45.64633,47.40214,46.70418,47.22478,47.51604,47.54128,47.50175,48.18453,48.878,49.00033,49.62567,49.47863,49.73055,50.26882,50.44028,50.87168,51.89795,52.56556,53.8565,55.03773,56.26686,57.16715,59.38626,61.46151,61.58499,62.37416,65.36598,66.79258,67.57663,69.44023,69.3147,70.17434,70.92148,71.32199,72.43014,73.25986,,
IDA blend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.93846,66.02389,66.31976,66.14882,65.69756,65.64058,66.63877,68.89134,66.9186,65.02169,66.54632,68.27304,67.89618,69.83622,70.1609,70.44237,70.92075,70.97522,71.77919,72.84079,,
Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.29532,93.94422,92.33262,,,,94.16746,95.38434,95.68052,96.35921,95.08204,93.03598,95.91324,96.36198,99.3724,,,104.6191,102.7203,100.54796,,,100.19382,101.63944,,
IDA only,,,,,,,,,,,,,27.06462,27.90774,28.22609,28.86546,29.51258,29.10848,30.1238,30.89424,31.75599,33.03193,34.46876,35.75668,38.25726,37.13635,37.82812,38.10752,38.07833,37.91137,38.86485,39.97486,40.09464,41.0052,40.79143,41.16457,42.02194,42.19505,42.99863,44.58985,45.55799,47.3992,49.30788,51.4392,52.8678,55.74197,57.75356,58.9434,61.08434,64.80853,66.08766,67.44411,69.2701,68.922,70.06624,70.94715,71.51778,72.77912,73.49287,,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,,,,,,,,,,,,27.45618,,,29.09182,,,,,,,,,,,,,50.13748,51.70312,,,,,,,62.14894,,,,60.9064,63.95324,65.86762,69.34667,77.68705,,,,,95.52464,97.01264,,93.60029,,99.31998,100.38777,100.42209,98.50705,96.29249,93.11261,,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6001,101.24835,99.22481,98.29807,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",,,,,,,,,,,,35.81704,,,,,,,,,,,,,,,,71.03606,73.23088,74.70811,78.44366,81.55785,84.9514,90.51325,89.78151,94.02561,,92.22239,,,88.52866,93.6699,95.04686,90.13161,106.34757,110.27555,94.54226,90.8842,93.36032,97.21932,98.49614,97.85208,96.31894,,,97.54351,100.60525,99.08995,,,
Iraq,,,,,,,,,,,,21.03947,21.28235,23.19467,23.66904,27.65437,28.83904,37.43439,41.81741,,53.25619,,,48.61069,,58.56301,57.13084,53.40763,58.08652,53.67678,,,,54.25273,,,,,,51.33079,50.59044,,,,68.14901,,,56.96258,,,,,,,,,,,,,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.48456,90.56879,96.18623,109.12281,105.89956,109.37207,97.55102,96.32224,98.7174,94.98704,94.71815,98.45665,97.0684,99.14367,101.91663,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.63131,105.82389,109.9589,105.45203,104.50627,106.17606,102.0096,105.70849,103.42993,102.54721,108.03434,103.28632,104.16266,111.44184,103.7976,106.37435,,,
Italy,,,,,,,,,,,,97.20717,99.4724,99.39101,100.41918,108.05463,106.1642,105.67893,102.59912,101.69211,103.50913,100.39995,101.19405,100.04322,100.35952,102.24098,101.92899,99.82345,99.76729,100.24546,100.74673,97.84357,98.74226,,101.85949,97.61721,98.80044,95.69085,,100.28217,101.84284,104.70604,103.02277,103.35207,101.93493,99.90356,99.75511,101.78524,105.55999,102.78248,103.84725,104.62269,101.19651,100.5405,100.11498,100.05323,97.47014,98.74485,,,
Jamaica,,,,,,,,,,,,,,,,,84.50648,86.5724,,93.48829,89.48475,92.14086,,,93.29093,,,93.5063,96.18135,98.78063,98.75822,96.42639,,91.51766,,,,,,,88.99325,84.07156,89.87021,,88.24041,,,,,,,,,,,86.60948,85.81449,88.46803,85.17264,,
Jordan,,,,,,,,,,,,,57.43246,63.47987,74.66966,85.58883,90.53051,91.73264,95.66086,94.55518,96.10347,93.92691,93.8959,91.50501,95.278,96.22242,,86.83931,87.70751,88.885,92.19745,94.39757,94.04106,93.69483,95.51813,,92.73109,,,92.89147,95.81933,,90.42104,93.1659,93.09215,96.69739,94.80076,96.70811,94.35083,,,76.53876,,72.90829,74.52679,,72.09249,71.07168,72.23632,,
Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.94571,104.0133,,,,,93.0895,94.85614,96.54856,97.72038,104.99535,105.73595,101.95866,98.43852,102.64214,103.86842,107.83132,114.33808,108.18954,109.75535,115.1718,114.38389,110.0032,110.26136,111.66509,106.95963,
Kenya,,,,,,,,,,,37.0527,39.79885,43.11386,45.80534,,,,59.15694,61.34654,,80.18481,79.72269,,,,,,,,,,,,,,,,,,,,,,,84.55586,85.60271,,,,,,,,,97.89315,99.64457,100.08462,,,,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.88318,93.21774,92.65536,92.35863,90.11715,92.94226,97.56685,101.37139,96.09868,94.85076,98.19497,97.05428,95.06272,95.61018,98.98663,101.77105,107.74533,101.41361,101.1781,104.4391,,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.84508,26.73955,35.68679,,46.04281,55.51713,62.78834,74.26119,85.36054,89.05661,90.79914,86.00968,83.38568,85.33627,87.35628,92.78851,90.55771,96.64101,96.2108,94.23995,91.86197,90.2572,,
Kiribati,,,,,,,,,,,,,,,,,,74.17655,86.28495,70.68273,84.05405,133.01501,122.82913,130.57971,123.66412,123.80952,126.5528,113.46999,112.16783,115.52878,105.54124,113.6646,107.35826,104.78972,,112.03501,121.421,127.97927,,106.14634,95.07246,118.00766,113.50575,117.12062,125.61576,120.80537,109.04255,101.01523,107.18954,,,,,,118.02789,,103.17741,,,,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.20607,,,,,,,,125.7732,124.28941,121.06599,98.48866,121.26582,116.36829,,102.22222,92.77108,104.23529,97.91183,110.61321,108.82353,110.63291,105.51181,108.10811,99.45055,,,,
"Korea, Rep.",,,,,,,,,,,,92.878,94.1711,103.59812,102.57083,102.27103,106.1511,101.04156,98.82378,102.48973,99.89193,103.70868,101.69198,103.13436,109.27563,106.98766,106.05529,105.02889,100.16769,94.55296,99.31099,96.47496,107.56555,106.66331,109.16724,108.87916,,97.85311,100.84574,106.19932,105.03952,100.58265,95.91893,102.25423,100.0042,97.14096,98.01505,100.53111,99.64776,102.16406,100.77205,102.85647,109.34828,103.23446,95.69411,101.27025,97.89696,91.13162,,,
Kuwait,,,,,,,,,,,,56.27473,52.00401,46.80594,45.07458,53.84303,75.98904,63.18263,68.97408,67.78797,77.07979,88.90575,88.22723,93.83048,96.08929,95.24293,93.89831,92.68717,,,,,55.19175,,80.40378,79.68406,100.79564,97.19394,,94.26693,97.93934,89.37876,96.64248,105.49624,107.30596,114.33077,,107.74682,,,96.29486,99.10029,97.87523,101.50405,,,104.26953,98.075,97.54345,,
Latin America & Caribbean (excluding high income),,,,,,,,,,,,,,,82.2558,82.89724,84.09543,86.45058,86.84312,87.54299,88.48814,89.03844,89.7406,91.002,92.34433,92.09865,92.46512,93.17826,93.20023,93.02696,93.81944,93.11433,95.12338,95.31698,95.62752,95.89877,96.29399,96.84363,97.3307,97.44576,98.34787,98.26772,100.3729,99.16773,97.06927,97.9249,99.13182,100.2246,100.0297,100.1292,100.4782,100.6946,101.3855,101.0261,101.2598,99.74237,99.50708,99.1235,98.90272,,
Lao PDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.57408,38.77078,42.25828,,50.13871,52.44168,57.50564,62.51819,61.44513,62.43043,63.63506,63.12386,63.28069,65.56965,68.28618,71.3155,74.20135,77.04409,82.15529,88.06244,92.59842,97.26261,99.09388,99.39419,98.35606,100.69194,97.11763,,
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liberia,,,,,,,,,,,,,,,,,,,18.04446,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.82991,,57.72851,56.18782,,61.04033,,,54.94628,,,58.04248,,,
Libya,,,,,,,,,,,,20.27032,42.31094,45.04691,59.03731,80.91063,77.55664,88.10664,88.26191,83.83331,78.82155,82.52573,,88.00192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,113.03835,107.18101,,,,,,123.1203,112.22293,,113.60544,,,,,,,,,106.56109,102.17019,100.63621,96.54162,105.27251,100.23852,,,,,,,,,90.67729,91.8807,92.43336,,
Latin America & Caribbean,,,,,,,,,,,78.14149,80.63528,81.12576,82.11193,82.60307,83.23155,84.51231,86.61742,87.0041,87.68832,88.66161,89.21236,89.92547,91.16013,92.40555,92.177,92.54226,93.24883,93.26227,93.10514,93.88433,93.21252,95.12829,95.31754,95.61403,95.86119,96.23887,96.68758,97.16592,97.30156,98.17056,98.0704,100.0846,98.91886,96.92936,97.75895,98.912,100.0082,99.8483,99.93773,100.2376,100.4778,101.2157,100.8457,101.0687,99.55631,99.26419,98.86268,98.65151,,
Least developed countries: UN classification,,,,,,,,,,,,,,25.54559,25.87238,26.45908,26.98874,26.36425,27.38409,28.2763,29.08729,30.25358,31.55672,32.84706,35.44443,34.14539,34.72769,34.85636,34.76645,34.49041,35.5589,36.60869,36.50151,37.61187,37.25741,37.78879,38.72588,39.03632,39.86126,41.39163,42.38741,44.29541,46.28179,48.21322,50.02494,52.76218,54.94252,56.28394,58.4878,62.4539,63.5602,64.70197,66.12069,67.00725,68.24575,68.81302,69.39186,70.57288,71.28325,,
Low income,,,,,,,,,,,,,24.17615,24.56103,25.41265,26.67407,27.95811,29.6393,31.27055,32.48204,33.50196,35.04134,36.39669,37.47579,40.52827,37.36214,37.03696,36.00412,34.60015,33.35863,34.56443,35.93662,35.559,36.50981,35.53218,35.77146,36.49033,36.06437,36.39673,38.03758,38.50186,40.69945,42.77889,45.08601,46.61638,49.60454,52.83578,54.77713,58.33813,62.70951,62.88972,62.68868,63.98822,63.25631,64.15298,64.30838,64.43547,64.83798,65.44633,,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53695,103.86473,106.76329,109.13978,102.72727,101.44928,96.83258,106.63507,100.46083,98.97436,,84.45596,112.5,103.09278,84.77157,,,
Sri Lanka,,,,,,,,,,,62.79813,,,,,,,,,,,,,86.49634,,87.18028,89.53418,90.00376,,94.88832,97.668,99.71936,99.18774,,,,,,97.18717,,,106.58586,111.12498,104.90986,,100.99171,100.30614,97.1347,92.45904,91.99814,97.87127,98.03645,96.61605,96.95692,97.01462,97.99617,99.97985,101.5474,101.54159,,
Lower middle income,,,,,,,,,,,42.85902,42.85678,42.86665,43.52604,43.5492,44.26039,44.99212,45.84484,46.70505,47.59236,49.21688,50.70809,52.30117,53.92906,56.02241,58.09955,59.40774,60.33957,61.20286,62.12052,62.85308,63.31131,63.8573,65.15131,66.24178,67.17075,67.16795,67.10057,67.43099,67.68669,69.56146,71.16854,72.70711,76.62125,78.35599,80.29837,81.92148,83.3827,84.585,86.10272,86.57538,86.33124,88.92854,90.16242,90.88457,91.16565,90.53877,90.34237,90.88954,,
Low & middle income,,,,,,,,,,,,,63.92922,64.49876,64.7367,65.36395,66.06153,67.17008,68.01252,68.89293,70.0115,70.88239,71.47549,72.12305,73.19518,73.68089,73.87667,73.76843,73.81509,73.459,73.87969,74.24277,73.95783,74.93061,75.71435,75.27883,74.39794,74.20661,74.66754,75.15402,76.42736,77.616,78.34997,79.87499,80.66509,81.78225,82.49724,83.70266,85.71224,86.76299,86.61392,85.96733,87.38796,87.80033,87.37882,86.99077,87.24107,87.54045,88.25747,,
Lesotho,,,,,,,,,,,,,44.72032,51.27625,63.79155,67.65837,62.46628,57.98835,59.52425,60.57941,61.18506,61.64779,61.84261,61.76221,60.89793,60.43191,60.34907,63.63339,66.09434,65.79825,69.08974,69.55089,71.22763,70.39075,71.86576,73.5082,69.93385,69.2322,68.80856,65.86824,65.65836,68.17857,71.49885,74.79909,79.74888,77.06247,100.13597,94.58966,92.40113,94.89635,97.63805,94.87687,92.83069,93.13606,91.37524,90.72638,93.52547,,,,
Late-demographic dividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.46543,92.48803,91.2922,91.93591,92.51795,93.39106,94.54252,94.59567,94.16642,93.56188,93.5435,93.79337,94.82054,98.24185,98.02256,96.92985,95.56839,95.57128,95.16952,92.31073,90.82699,93.4564,95.61638,97.40242,,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.25341,97.78465,97.5707,,99.7461,101.79447,102.26937,102.43759,100.68187,102.53784,101.61935,102.72818,103.87401,98.32919,97.97362,99.46328,97.77615,100.54854,101.40212,100.69391,100.72637,102.06372,101.90603,,,
Luxembourg,,,,,,,,,,,,,,,,84.30476,83.31424,87.23242,87.74962,86.89602,,,,84.98671,,,,,,,,,,,,,,,,,,,,,,,,,,,85.05863,86.67774,86.66005,85.34083,81.51958,80.03999,79.70628,81.84524,,,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.76183,98.84653,100.17199,99.31806,99.71335,103.55754,101.55333,102.72526,100,101.48981,99.0904,100.30441,98.98338,98.4946,98.75627,99.92059,101.06718,97.98879,99.007,,,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.34506,,100.25284,94.28891,,,,,,99.57928,101.45363,98.88669,97.04201,91.12232,95.15373,89.59189,94.55546,91.32966,93.14754,87.91946,92.11128,95.46579,93.20604,89.79885,93.58707,94.48161,96.47848,102.17955,102.82376,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,,,,,,,,,,,,,18.75261,19.72568,20.76421,,25.26929,27.82558,30.32236,31.82292,33.58784,35.86125,36.94135,37.99512,45.33412,44.61198,44.62566,40.51708,34.98691,41.37134,38.40018,37.61261,38.29554,38.73304,40.18019,41.41274,43.39456,46.49243,49.23414,52.14526,54.65256,57.09459,62.99762,71.14056,75.76742,79.11959,79.4531,78.49172,78.51261,82.78193,87.04839,96.44652,95.51175,95.44966,95.27222,94.56422,93.51542,94.40173,,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.90533,,,,,,,96.39881,95.16994,96.50727,99.41259,97.64873,92.87085,90.48338,91.46501,92.65368,90.17375,89.96171,92.71388,92.40326,91.06886,89.85062,88.45005,88.83603,,
Madagascar,,,,,,,,,,,,23.44947,25.60154,26.64307,,29.2564,,,,,,,,,,,,,39.43536,36.28947,35.78156,34.60662,31.05399,32.28881,29.9382,28.5977,30.19941,,30.37719,33.8689,36.86344,36.69522,36.63128,40.46083,46.59435,58.13786,56.8664,60.89558,67.33498,74.16158,71.0383,71.6342,70.46016,69.68188,70.17805,70.73793,69.75856,,68.07849,,
Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.28031,,,,,,,,133.22957,125.16164,,110.4254,113.85792,,,,,,98.16101,100.54709,92.34973,,,
Middle East & North Africa,,,,,,,,,,,35.07548,35.03931,35.33332,37.13016,39.06611,41.78474,43.86837,46.12003,45.57355,43.4597,47.87639,51.47625,53.36132,55.39726,58.22218,62.51245,62.49718,63.14425,64.35529,65.1737,67.43917,68.6135,70.35128,72.14385,72.91372,75.05611,75.8687,76.56022,77.32873,78.0079,77.52149,79.58474,80.93342,81.94972,86.87083,88.00129,83.87712,84.91743,86.46104,86.19902,87.84261,89.07785,91.27055,89.46127,90.52204,90.44692,89.87267,89.32116,89.86638,,
Mexico,,,,,,,,,,,,,,,,66.84412,68.39831,73.92279,,,,,,,,,,,,,,,,90.3198,91.48174,94.05063,94.88016,94.57368,,95.18637,96.27886,97.30491,99.1907,99.07552,100.95468,101.5484,101.621,102.54152,101.7078,99.93876,100.4644,100.24059,106.60982,109.92655,110.77429,105.01753,104.01647,104.32097,,,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.73804,,,112.3348,91.84,,97.57463,108.05243,106.59537,97.78912,95.13776,,89.38053,,,,,72.78646,,,,
Middle income,,,,,,,,,,,,,67.13169,,67.89772,68.50484,69.17481,70.23409,71.0106,71.8595,72.98392,73.81552,74.38004,75.02554,75.96999,76.81661,77.12835,77.17907,77.45328,77.29729,77.75771,78.10579,77.88729,78.92503,79.96942,79.53054,78.50621,78.22557,78.81423,79.20541,80.6232,81.8537,82.63303,84.26544,85.16054,86.23316,86.74573,87.96527,89.86643,90.52553,90.41864,89.79391,91.33865,92.02639,91.45901,91.04681,91.39409,91.7407,92.54064,,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.19587,95.55502,96.81429,,97.58925,95.20692,93.2981,97.10663,91.85293,91.84253,93.34923,89.66797,90.33637,91.45963,90.91048,,,,88.95751,90.01674,91.16641,,90.79468,,,
Mali,,,,,,,,,,,,,,,,,,,,9.01073,,7.68898,,,7.66929,7.17793,,6.88056,6.63904,,,,,,,,,,,,23.97606,26.12661,28.24659,30.9124,32.57187,33.93221,38.48798,41.38092,45.01738,47.38371,50.70206,51.73068,49.82756,,49.74921,48.04562,47.86236,47.14091,,,
Malta,,,,,,,,,,,,111.90932,112.02694,106.73941,106.42973,93.38014,70.41145,99.0794,92.05569,101.42487,104.24136,117.978,103.5773,100.47923,101.51163,98.86364,99.02876,104.83752,100.94752,101.15191,101.35569,100.21284,101.30788,106.60311,103.39463,96.59574,100.53362,95.02149,101.48068,104.37637,109.16482,106.53644,106.33536,103.39824,99.96155,95.59969,99.1242,97.15932,98.89409,93.57677,99.45155,103.91221,92.49012,96.22449,106.69456,101.68776,102.97961,99.58549,,,
Myanmar,,,,,,,,,,,,29.56166,27.96946,34.41323,33.40911,,,,,,,,,,,,,,,,,,,,,,,,,68.10063,74.10453,74.80576,76.08758,78.34869,79.96912,,,87.03118,86.18296,85.08881,86.45927,,,,,,,,94.77942,,
Middle East & North Africa (excluding high income),,,,,,,,,,,33.81641,33.80927,34.16012,36.15346,38.2796,41.19004,43.32882,45.79799,45.16561,42.84998,47.479,51.17862,53.11724,55.18831,58.1365,62.7866,62.63054,63.21926,64.46323,65.23391,67.60977,68.82152,70.68483,72.46495,73.12362,75.37198,76.03428,76.57943,77.24177,77.82135,77.14207,79.3141,80.57994,81.44132,86.63633,87.70828,82.8022,83.66016,85.26489,84.73256,86.46065,87.66866,89.53805,87.43265,87.77702,87.46733,87.72482,87.42189,88.63103,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76631,101.71323,,,96.28633,89.59058,90.78562,94.32662,,
